author_id,project_id,commit_count,meets_minimum_commits
40973715,166221856,95,1
40987195,154755213,11,1
40987195,157514649,14,1
40987195,159252491,11,1
40987195,159380306,11,1
40987195,159563999,11,1
40987195,159564929,11,1
40987195,159575740,11,1
40987195,159585723,11,1
40987195,159655662,11,1
40987195,159682992,11,1
40987195,159796032,11,1
40987195,160150593,11,1
40987195,160150815,11,1
40987195,160397230,11,1
40987195,161108890,14,1
40987195,161117836,11,1
40987195,162013218,11,1
40987195,162152611,14,1
40987195,162162670,14,1
40987195,162215297,14,1
40987195,162215429,14,1
40987195,162223379,14,1
40987195,162234967,14,1
40987195,162278273,14,1
40987195,162296016,14,1
40987195,162332033,14,1
40987195,162894614,14,1
41082212,155115654,15,1
41082212,156676436,10,1
41082212,159714123,21,1
41082212,162824232,17,1
41617050,159177746,10,1
41617050,160038058,12,1
41617050,160696890,12,1
41617050,161171751,10,1
41617050,161172591,25,1
41973138,162618612,12,1
41973138,162621490,15,1
41973138,162666157,11,1
41973138,162667109,12,1
41973138,162705677,11,1
41973138,162706394,10,1
4265890,159612515,13,1
4265890,162261326,26,1
4265890,167434150,27,1
4265890,178144128,14,1
42703327,159971594,18,1
42703327,161170629,112,1
42703327,162505724,14,1
42703327,162781684,29,1
43610,155054990,38,1
43610,156310181,17,1
43610,156431043,14,1
43610,158765566,54,1
43610,158812000,21,1
43610,159086854,10,1
43610,164241460,103,1
43761397,154494065,108,1
43761397,154494067,199,1
43761397,154524192,120,1
43761397,154528329,96,1
43939835,157502357,24,1
43939835,157502362,20,1
43939835,157533721,100,1
43939835,158474244,11,1
43939835,158474281,42,1
43990,158984806,18,1
43990,160369962,12,1
43990,163507875,16,1
43990,171124117,12,1
44249064,158723684,27,1
44249064,159172624,12,1
44249064,159491775,14,1
44249064,160559413,19,1
4431464,157654384,27,1
4431464,158562111,27,1
4431464,158655588,27,1
4431464,158737324,27,1
4431464,158817130,27,1
4431464,159512884,27,1
4431464,159560207,27,1
4431464,159701010,26,1
44319348,158728562,93,1
44319348,159028238,27,1
44319348,160130287,165,1
44319348,168651447,66,1
44545370,157569629,24,1
44545370,157618567,24,1
44545370,158983983,10,1
44545370,160014212,10,1
44545370,162810859,15,1
44826579,159148803,73,1
44826579,159490922,20,1
44826579,162681007,20,1
44826579,162727095,20,1
44826579,167087785,11,1
44909642,156898441,17,1
44909642,157622571,24,1
44909642,160288435,10,1
44909642,160394355,16,1
44909642,161187952,16,1
45265623,158163970,36,1
45265623,159203165,10,1
45265623,159650467,28,1
45265623,160426822,17,1
45265623,162961105,10,1
455071,156727372,31,1
455071,160026613,23,1
455071,160663701,12,1
455071,160693229,11,1
455071,163618915,14,1
4591955,159012203,12,1
4591955,160222368,10,1
4591955,161298271,12,1
4591955,162562116,11,1
46399889,157782687,11,1
46399889,157782789,32,1
46399889,161668256,37,1
46399889,161672528,13,1
466518,154538868,96,1
466518,156959620,21,1
466518,157619935,39,1
466518,159247846,152,1
466518,189076620,73,1
46821155,161777647,122,1
46821155,162423489,29,1
46821155,162577673,34,1
46821155,162639213,116,1
47098907,157385031,31,1
47098907,157625146,13,1
47098907,161822494,15,1
47098907,162204093,172,1
47098907,162738290,12,1
47291447,161075942,37,1
47291447,162219191,40,1
47291447,162321318,90,1
47291447,162451400,23,1
48103450,154538868,55,1
48103450,157619935,11,1
48103450,159247846,65,1
48103450,189076620,13,1
48343157,156012918,217,1
48343157,156669885,23,1
48343157,159024165,13,1
48343157,179732079,104,1
48356519,159536111,130,1
48356519,160660677,47,1
48356519,161034263,40,1
48356519,161072190,42,1
48356519,162587990,81,1
48356519,162588580,71,1
48494734,155655614,14,1
48494734,155971456,14,1
48494734,156012918,19,1
48494734,156102136,57,1
48494734,157419527,249,1
48494734,157802608,21,1
48494734,158588188,11,1
48494734,160693138,6882,1
48494734,163098736,16,1
48494734,164397565,17,1
48494734,175316819,42,1
48494734,190946783,27,1
48634300,160797795,82,1
48634300,161779821,42,1
48634300,162404302,29,1
48634300,162543347,13,1
48667283,161183671,69,1
48667283,162041554,29,1
48667283,162207203,29,1
48667283,162207329,29,1
49082595,158227247,90,1
49082595,158565011,135,1
49082595,158565220,84,1
49082595,158970266,83,1
49082595,171051765,85,1
4968089,157654384,68,1
4968089,158562111,68,1
4968089,158655588,68,1
4968089,158737324,68,1
4968089,158817130,68,1
4968089,159512884,68,1
4968089,159560207,68,1
4968089,159701010,68,1
5016101,156350378,13,1
5016101,157182459,46,1
5016101,158789866,42,1
5016101,159899175,147,1
5016101,161303828,190,1
5016101,168561527,31,1
50215413,154736793,11,1
50215413,155054990,55,1
50215413,157551849,56,1
50215413,158163759,10,1
50215413,158377061,25,1
50215413,158812000,21,1
50383735,161678694,63,1
50383735,162419366,46,1
50383735,162850914,145,1
50383735,176696291,54,1
5039173,161249223,14,1
5039173,161600825,19,1
5039173,161968828,11,1
5039173,162034017,14,1
5039173,162843123,28,1
50449700,154852997,34,1
50449700,157419527,68,1
50449700,157612835,20,1
50449700,157802608,21,1
50449700,160693138,623,1
50526323,157220898,24,1
50526323,157594829,11,1
50526323,157721788,10,1
50526323,159151505,22,1
50555335,155978618,14,1
50555335,159670241,18,1
50555335,160176356,20,1
50555335,161671256,14,1
50555335,162849026,13,1
51083036,155182567,101,1
51083036,158790888,59,1
51083036,160344465,391,1
51083036,160742422,126,1
5116436,154403695,11,1
5116436,155069624,22,1
5116436,156499656,11,1
5116436,158514017,30,1
5116436,159186078,82,1
5116436,160712917,12,1
5116436,160917857,11,1
5116436,161091089,12,1
5116436,162472836,11,1
5116436,162749600,494,1
51589803,154538868,32,1
51589803,156959620,16,1
51589803,157619935,25,1
51589803,159247846,16,1
51697519,154500122,22,1
51697519,155424057,66,1
51697519,155481860,20,1
51697519,155850052,10,1
51697519,155913741,26,1
51697519,155913742,35,1
51697519,155983640,127,1
51697519,156028463,13,1
51697519,156444003,86,1
51697519,156480531,438,1
51697519,156661319,65,1
51697519,156798343,141,1
51697519,156807369,62,1
51697519,156937275,59,1
51697519,156960181,28,1
51697519,156969669,34,1
51697519,157594321,14,1
51697519,157886825,44,1
51697519,158602361,31,1
51697519,158759262,13,1
51697519,158760958,13,1
51697519,158799126,67,1
51697519,158836388,37,1
51697519,158850010,19,1
51697519,158852338,89,1
51697519,159006965,11,1
51697519,159127167,10,1
51697519,159128339,19,1
51697519,159184527,21,1
51697519,159344054,137,1
51697519,159633310,74,1
51697519,159648213,26,1
51697519,159701032,16,1
51697519,159835287,137,1
51697519,160322463,22,1
51697519,160575531,19,1
51697519,160679452,18,1
51697519,160733548,50,1
51697519,161666464,16,1
51697519,162124911,140,1
51697519,162279183,140,1
51697519,162866876,24,1
51697519,162877807,12,1
51697519,167368170,25,1
51697519,171579411,74,1
51697519,175941322,34,1
51697519,176190740,67,1
51697519,187154066,12,1
51697519,190598268,12,1
51697692,157479008,71,1
51697692,158155747,17,1
51697692,158756876,90,1
51697692,159661894,36,1
51697692,160004669,17,1
51697692,161437892,225,1
51697692,173254438,112,1
51697751,154056849,13,1
51697751,154191542,371,1
51697751,154244750,14,1
51697751,154387962,20,1
51697751,154445847,10,1
51697751,154537332,11,1
51697751,154573397,11,1
51697751,154575306,18,1
51697751,154625799,195,1
51697751,154630991,10,1
51697751,154641845,10,1
51697751,154653255,11,1
51697751,154741343,530,1
51697751,154755602,10,1
51697751,154765475,14,1
51697751,154787305,20,1
51697751,154813805,10,1
51697751,154823666,11,1
51697751,154887344,61,1
51697751,154902618,149,1
51697751,154947914,13,1
51697751,154952690,13,1
51697751,155011668,11,1
51697751,155141375,11,1
51697751,155154470,14,1
51697751,155156128,13,1
51697751,155308458,14,1
51697751,155322243,10,1
51697751,155369009,10,1
51697751,155370079,48,1
51697751,155424482,19,1
51697751,155457248,261,1
51697751,155477798,10,1
51697751,155484069,10,1
51697751,155484834,13,1
51697751,155487470,10,1
51697751,155490867,36,1
51697751,155492222,251,1
51697751,155524773,10,1
51697751,155619404,11,1
51697751,155625070,24,1
51697751,155629273,11,1
51697751,155641669,11,1
51697751,155645415,11,1
51697751,155673428,12,1
51697751,155679172,13,1
51697751,155700897,11,1
51697751,155702510,10,1
51697751,155764194,11,1
51697751,155771381,15,1
51697751,155775007,18,1
51697751,155777441,44,1
51697751,155782895,14,1
51697751,155784618,49,1
51697751,155784915,10,1
51697751,155809035,10,1
51697751,155853352,13,1
51697751,155872495,19,1
51697751,155875347,14,1
51697751,155887168,32,1
51697751,155890271,22,1
51697751,155893211,16,1
51697751,155895177,10,1
51697751,155896641,10,1
51697751,155901402,12,1
51697751,155903606,25,1
51697751,155918591,11,1
51697751,155963041,10,1
51697751,155975656,19,1
51697751,155983640,98,1
51697751,155989610,11,1
51697751,156009302,10,1
51697751,156021165,12,1
51697751,156028463,305,1
51697751,156032340,10,1
51697751,156043990,26,1
51697751,156046517,11,1
51697751,156081398,20,1
51697751,156081960,11,1
51697751,156088528,21,1
51697751,156101795,13,1
51697751,156101943,13,1
51697751,156102324,14,1
51697751,156108547,14,1
51697751,156178070,12,1
51697751,156179565,16,1
51697751,156190949,25,1
51697751,156192485,10,1
51697751,156243778,12,1
51697751,156252240,11,1
51697751,156252261,10,1
51697751,156271185,11,1
51697751,156331439,14,1
51697751,156342572,12,1
51697751,156366601,12,1
51697751,156381556,13,1
51697751,156427086,13,1
51697751,156429589,10,1
51697751,156472740,11,1
51697751,156496514,11,1
51697751,156532464,1188,1
51697751,156537085,11,1
51697751,156538672,115,1
51697751,156549206,15,1
51697751,156549791,14,1
51697751,156554564,11,1
51697751,156577506,11,1
51697751,156583469,229,1
51697751,156590533,35,1
51697751,156609953,25,1
51697751,156612455,12,1
51697751,156624652,14,1
51697751,156634124,18,1
51697751,156639907,16,1
51697751,156652225,11,1
51697751,156667823,14,1
51697751,156673849,15,1
51697751,156681634,11,1
51697751,156683048,121,1
51697751,156711658,11,1
51697751,156720040,59,1
51697751,156730791,12,1
51697751,156737108,81,1
51697751,156753549,10,1
51697751,156759991,11,1
51697751,156767090,17,1
51697751,156768848,14,1
51697751,156769476,11,1
51697751,156774226,32,1
51697751,156774631,10,1
51697751,156783926,11,1
51697751,156784820,44,1
51697751,156785342,25,1
51697751,156805623,64,1
51697751,156807125,14,1
51697751,156817072,10,1
51697751,156822410,13,1
51697751,156827609,13,1
51697751,156828231,16,1
51697751,156838647,11,1
51697751,156842027,10,1
51697751,156869209,14,1
51697751,156871977,10,1
51697751,156877415,11,1
51697751,156884375,18,1
51697751,156888375,11,1
51697751,156890099,10,1
51697751,156894692,10,1
51697751,156896261,26,1
51697751,156901661,19,1
51697751,156924203,10,1
51697751,156929498,10,1
51697751,156930255,10,1
51697751,156942798,13,1
51697751,156944567,18,1
51697751,156966737,13,1
51697751,156967373,14,1
51697751,156968852,15,1
51697751,156971165,10,1
51697751,156997610,13,1
51697751,157005291,10,1
51697751,157009763,14,1
51697751,157016560,18,1
51697751,157017003,16,1
51697751,157017664,21,1
51697751,157020093,135,1
51697751,157021508,10,1
51697751,157029927,12,1
51697751,157033132,10,1
51697751,157033194,12,1
51697751,157040887,17,1
51697751,157046257,36,1
51697751,157050947,12,1
51697751,157056040,12,1
51697751,157056585,16,1
51697751,157063042,17,1
51697751,157064170,12,1
51697751,157071859,11,1
51697751,157072060,13,1
51697751,157072594,15,1
51697751,157082972,11,1
51697751,157087274,10,1
51697751,157097747,16,1
51697751,157122934,10,1
51697751,157124997,29,1
51697751,157125817,13,1
51697751,157129979,11,1
51697751,157132196,12,1
51697751,157141483,15,1
51697751,157141966,10,1
51697751,157143901,23,1
51697751,157147554,11,1
51697751,157151877,16,1
51697751,157187249,12,1
51697751,157197126,200,1
51697751,157197415,12,1
51697751,157202148,10,1
51697751,157203246,21,1
51697751,157219791,14,1
51697751,157220036,155,1
51697751,157226635,69,1
51697751,157229012,18,1
51697751,157244623,11,1
51697751,157256216,518,1
51697751,157259711,12,1
51697751,157278175,13,1
51697751,157286442,38,1
51697751,157303878,10,1
51697751,157307009,14,1
51697751,157314231,11,1
51697751,157319630,10,1
51697751,157323461,12,1
51697751,157353332,10,1
51697751,157355004,12,1
51697751,157356006,39,1
51697751,157363430,11,1
51697751,157369135,48,1
51697751,157370446,11,1
51697751,157371579,12,1
51697751,157381956,11,1
51697751,157382133,15,1
51697751,157383327,18,1
51697751,157384184,10,1
51697751,157398605,12,1
51697751,157398919,11,1
51697751,157401529,17,1
51697751,157402624,33,1
51697751,157404875,15,1
51697751,157412235,12,1
51697751,157416588,12,1
51697751,157423305,16,1
51697751,157425538,14,1
51697751,157429300,11,1
51697751,157437814,10,1
51697751,157439794,34,1
51697751,157444489,38,1
51697751,157451884,11,1
51697751,157453929,12,1
51697751,157454237,14,1
51697751,157455875,10,1
51697751,157456744,12,1
51697751,157457321,11,1
51697751,157458501,13,1
51697751,157458586,10,1
51697751,157459167,11,1
51697751,157459497,11,1
51697751,157459640,13,1
51697751,157462377,14,1
51697751,157462725,14,1
51697751,157463629,12,1
51697751,157463916,12,1
51697751,157464039,15,1
51697751,157464891,14,1
51697751,157467723,14,1
51697751,157468267,13,1
51697751,157469909,12,1
51697751,157474184,22,1
51697751,157475005,14,1
51697751,157475477,11,1
51697751,157475591,13,1
51697751,157478085,12,1
51697751,157478217,14,1
51697751,157479945,59,1
51697751,157479966,12,1
51697751,157481807,12,1
51697751,157481850,14,1
51697751,157481910,11,1
51697751,157482648,13,1
51697751,157482927,16,1
51697751,157483222,15,1
51697751,157484534,12,1
51697751,157485375,22,1
51697751,157486258,14,1
51697751,157488366,10,1
51697751,157490628,10,1
51697751,157494093,13,1
51697751,157497934,12,1
51697751,157498312,10,1
51697751,157498490,15,1
51697751,157512674,10,1
51697751,157532328,34,1
51697751,157533461,17,1
51697751,157545955,38,1
51697751,157551330,11,1
51697751,157556575,13,1
51697751,157557547,11,1
51697751,157558288,10,1
51697751,157566988,11,1
51697751,157567217,16,1
51697751,157569629,13,1
51697751,157571499,10,1
51697751,157572110,10,1
51697751,157572822,18,1
51697751,157574897,12,1
51697751,157581607,11,1
51697751,157586460,28,1
51697751,157587925,16,1
51697751,157590411,10,1
51697751,157591427,13,1
51697751,157591431,12,1
51697751,157592149,15,1
51697751,157592497,171,1
51697751,157595431,11,1
51697751,157595585,13,1
51697751,157595660,10,1
51697751,157596553,10,1
51697751,157596877,131,1
51697751,157597137,12,1
51697751,157598702,12,1
51697751,157600255,14,1
51697751,157602494,13,1
51697751,157602816,13,1
51697751,157603685,11,1
51697751,157603761,10,1
51697751,157605139,11,1
51697751,157607628,10,1
51697751,157609925,10,1
51697751,157611056,10,1
51697751,157616724,18,1
51697751,157618567,12,1
51697751,157619547,76,1
51697751,157619935,13,1
51697751,157619947,14,1
51697751,157628284,13,1
51697751,157638420,17,1
51697751,157639489,78,1
51697751,157641297,10,1
51697751,157643594,13,1
51697751,157646054,10,1
51697751,157647997,12,1
51697751,157650796,19,1
51697751,157654384,19,1
51697751,157656988,10,1
51697751,157657431,14,1
51697751,157663406,12,1
51697751,157663469,51,1
51697751,157663828,14,1
51697751,157664120,11,1
51697751,157668763,15,1
51697751,157668770,13,1
51697751,157669318,13,1
51697751,157670785,12,1
51697751,157672380,20,1
51697751,157673186,11,1
51697751,157673567,11,1
51697751,157673706,10,1
51697751,157675814,13,1
51697751,157679857,16,1
51697751,157681023,35,1
51697751,157682891,11,1
51697751,157683159,14,1
51697751,157684774,13,1
51697751,157685306,10,1
51697751,157687463,22,1
51697751,157687603,14,1
51697751,157688407,13,1
51697751,157691283,41,1
51697751,157694187,10,1
51697751,157695125,10,1
51697751,157696043,20,1
51697751,157697025,68,1
51697751,157704123,14,1
51697751,157713131,11,1
51697751,157752030,21,1
51697751,157752108,10,1
51697751,157760196,25,1
51697751,157761902,10,1
51697751,157762266,12,1
51697751,157762658,10,1
51697751,157765403,188,1
51697751,157769684,10,1
51697751,157771079,10,1
51697751,157771805,12,1
51697751,157773575,10,1
51697751,157776980,10,1
51697751,157778111,12,1
51697751,157780242,11,1
51697751,157798094,10,1
51697751,157801168,11,1
51697751,157810689,13,1
51697751,157810758,11,1
51697751,157813359,57,1
51697751,157815714,12,1
51697751,157816486,15,1
51697751,157820218,23,1
51697751,157820480,13,1
51697751,157826674,13,1
51697751,157828018,10,1
51697751,157831309,10,1
51697751,157844882,15,1
51697751,157857522,22,1
51697751,157867738,10,1
51697751,157877910,80,1
51697751,157884867,10,1
51697751,157890447,14,1
51697751,157902482,11,1
51697751,157906122,11,1
51697751,157907561,11,1
51697751,157908451,11,1
51697751,157918072,28,1
51697751,157921606,46,1
51697751,157928489,26,1
51697751,157932630,13,1
51697751,157933825,11,1
51697751,157937781,10,1
51697751,157992879,10,1
51697751,158014367,35,1
51697751,158015282,13,1
51697751,158018424,137,1
51697751,158022728,81,1
51697751,158049611,11,1
51697751,158067933,14,1
51697751,158071041,68,1
51697751,158078389,12,1
51697751,158087682,12,1
51697751,158096517,12,1
51697751,158098418,12,1
51697751,158103251,12,1
51697751,158104449,17,1
51697751,158104502,17,1
51697751,158104659,14,1
51697751,158104685,17,1
51697751,158104699,17,1
51697751,158105386,10,1
51697751,158109646,13,1
51697751,158120906,13,1
51697751,158138117,13,1
51697751,158140970,11,1
51697751,158145701,14,1
51697751,158151724,12,1
51697751,158154520,10,1
51697751,158155677,12,1
51697751,158156844,12,1
51697751,158164079,12,1
51697751,158164507,11,1
51697751,158164894,49,1
51697751,158168857,11,1
51697751,158170937,15,1
51697751,158172414,160,1
51697751,158202225,27,1
51697751,158202843,15,1
51697751,158217182,30,1
51697751,158242737,18,1
51697751,158253056,11,1
51697751,158307644,17,1
51697751,158313186,16,1
51697751,158313324,10,1
51697751,158315247,12,1
51697751,158327777,11,1
51697751,158328499,11,1
51697751,158328505,10,1
51697751,158330631,13,1
51697751,158332597,15,1
51697751,158334638,11,1
51697751,158346833,10,1
51697751,158347363,12,1
51697751,158349705,10,1
51697751,158360456,10,1
51697751,158361435,11,1
51697751,158365395,10,1
51697751,158368560,10,1
51697751,158372752,11,1
51697751,158373346,17,1
51697751,158374421,10,1
51697751,158375696,14,1
51697751,158381484,10,1
51697751,158402399,20,1
51697751,158414264,10,1
51697751,158416295,16,1
51697751,158416808,20,1
51697751,158419880,10,1
51697751,158420562,10,1
51697751,158432957,11,1
51697751,158435528,10,1
51697751,158440215,23,1
51697751,158440256,12,1
51697751,158440359,10,1
51697751,158442684,10,1
51697751,158447355,12,1
51697751,158448876,11,1
51697751,158451138,11,1
51697751,158452542,12,1
51697751,158452834,21,1
51697751,158453709,26,1
51697751,158455117,11,1
51697751,158457571,11,1
51697751,158463549,11,1
51697751,158470420,10,1
51697751,158472131,24,1
51697751,158473816,16,1
51697751,158474242,11,1
51697751,158477142,12,1
51697751,158477697,11,1
51697751,158490368,10,1
51697751,158495157,10,1
51697751,158499634,12,1
51697751,158502910,14,1
51697751,158504009,10,1
51697751,158505248,12,1
51697751,158505523,221,1
51697751,158512524,11,1
51697751,158515325,200,1
51697751,158525776,10,1
51697751,158548971,12,1
51697751,158551963,13,1
51697751,158552365,11,1
51697751,158555895,46,1
51697751,158557637,11,1
51697751,158557672,10,1
51697751,158559856,13,1
51697751,158562111,12,1
51697751,158562460,11,1
51697751,158564405,17,1
51697751,158564722,12,1
51697751,158567062,23,1
51697751,158567370,15,1
51697751,158569428,32,1
51697751,158569782,12,1
51697751,158570214,10,1
51697751,158572859,12,1
51697751,158573664,10,1
51697751,158574193,10,1
51697751,158576249,17,1
51697751,158581782,15,1
51697751,158582230,13,1
51697751,158584486,10,1
51697751,158586606,10,1
51697751,158587025,13,1
51697751,158588927,10,1
51697751,158595719,10,1
51697751,158597535,39,1
51697751,158603972,14,1
51697751,158607139,12,1
51697751,158608608,18,1
51697751,158614289,12,1
51697751,158620439,12,1
51697751,158620489,10,1
51697751,158621652,17,1
51697751,158625494,24,1
51697751,158629808,10,1
51697751,158632021,10,1
51697751,158633547,11,1
51697751,158636040,12,1
51697751,158637548,13,1
51697751,158637787,11,1
51697751,158640059,53,1
51697751,158640701,35,1
51697751,158640941,10,1
51697751,158643145,13,1
51697751,158647320,405,1
51697751,158649269,14,1
51697751,158653579,10,1
51697751,158655230,10,1
51697751,158655588,12,1
51697751,158656593,12,1
51697751,158660334,12,1
51697751,158668795,16,1
51697751,158669783,11,1
51697751,158673035,11,1
51697751,158680351,11,1
51697751,158690049,10,1
51697751,158692852,10,1
51697751,158694452,40,1
51697751,158701021,16,1
51697751,158712253,25,1
51697751,158715626,10,1
51697751,158717016,12,1
51697751,158719709,11,1
51697751,158719758,10,1
51697751,158725656,10,1
51697751,158730419,15,1
51697751,158731529,14,1
51697751,158733056,19,1
51697751,158737324,12,1
51697751,158745364,11,1
51697751,158746573,494,1
51697751,158751885,22,1
51697751,158751914,11,1
51697751,158753038,11,1
51697751,158755785,10,1
51697751,158755996,10,1
51697751,158756151,11,1
51697751,158756803,13,1
51697751,158758997,13,1
51697751,158759240,11,1
51697751,158760227,10,1
51697751,158764504,14,1
51697751,158765852,10,1
51697751,158766020,12,1
51697751,158766226,10,1
51697751,158766850,26,1
51697751,158767334,21,1
51697751,158768179,13,1
51697751,158768584,12,1
51697751,158769943,11,1
51697751,158783607,11,1
51697751,158786105,11,1
51697751,158787173,12,1
51697751,158790193,11,1
51697751,158792786,17,1
51697751,158792938,36,1
51697751,158799332,10,1
51697751,158799580,12,1
51697751,158802199,10,1
51697751,158804646,12,1
51697751,158805844,11,1
51697751,158809080,11,1
51697751,158812136,15,1
51697751,158817130,12,1
51697751,158817137,10,1
51697751,158820327,10,1
51697751,158821549,12,1
51697751,158821603,12,1
51697751,158822776,12,1
51697751,158823187,12,1
51697751,158825552,12,1
51697751,158825688,11,1
51697751,158828005,10,1
51697751,158828512,15,1
51697751,158830531,19,1
51697751,158832828,13,1
51697751,158833406,11,1
51697751,158834390,15,1
51697751,158846374,11,1
51697751,158848563,12,1
51697751,158849859,13,1
51697751,158850083,11,1
51697751,158851855,10,1
51697751,158852900,24,1
51697751,158853339,13,1
51697751,158855600,12,1
51697751,158855654,10,1
51697751,158855749,25,1
51697751,158855808,20,1
51697751,158856317,13,1
51697751,158856409,11,1
51697751,158857050,10,1
51697751,158857406,11,1
51697751,158869719,15,1
51697751,158876373,20,1
51697751,158876692,12,1
51697751,158878216,10,1
51697751,158885454,41,1
51697751,158888609,20,1
51697751,158890522,10,1
51697751,158891337,12,1
51697751,158892494,10,1
51697751,158892665,10,1
51697751,158894485,17,1
51697751,158894635,13,1
51697751,158907886,16,1
51697751,158917856,25,1
51697751,158920978,10,1
51697751,158923222,24,1
51697751,158927011,46,1
51697751,158928211,12,1
51697751,158930237,12,1
51697751,158931700,10,1
51697751,158932234,22,1
51697751,158935195,32,1
51697751,158935412,10,1
51697751,158939076,10,1
51697751,158939583,10,1
51697751,158939891,11,1
51697751,158940285,11,1
51697751,158940849,17,1
51697751,158940869,12,1
51697751,158941006,26,1
51697751,158941026,13,1
51697751,158944833,14,1
51697751,158945524,13,1
51697751,158946965,45,1
51697751,158947193,66,1
51697751,158947708,10,1
51697751,158948559,14,1
51697751,158949003,13,1
51697751,158949903,10,1
51697751,158950068,11,1
51697751,158950662,12,1
51697751,158950812,12,1
51697751,158953059,14,1
51697751,158954126,10,1
51697751,158954265,12,1
51697751,158954778,10,1
51697751,158955953,38,1
51697751,158957232,10,1
51697751,158957477,10,1
51697751,158957818,10,1
51697751,158958424,10,1
51697751,158959761,14,1
51697751,158960219,10,1
51697751,158962189,11,1
51697751,158964808,12,1
51697751,158965909,10,1
51697751,158969295,10,1
51697751,158971967,33,1
51697751,158973460,12,1
51697751,158974330,10,1
51697751,158974535,13,1
51697751,158974667,15,1
51697751,158982166,10,1
51697751,158982860,11,1
51697751,158983983,10,1
51697751,158988826,13,1
51697751,158991313,12,1
51697751,158995242,20,1
51697751,158996715,119,1
51697751,159001085,12,1
51697751,159005031,10,1
51697751,159005057,16,1
51697751,159006456,11,1
51697751,159012432,13,1
51697751,159012920,15,1
51697751,159017557,23,1
51697751,159018541,88,1
51697751,159021092,10,1
51697751,159021123,11,1
51697751,159024731,13,1
51697751,159025150,10,1
51697751,159026117,10,1
51697751,159028848,74,1
51697751,159029009,10,1
51697751,159038833,36,1
51697751,159040337,13,1
51697751,159051920,26,1
51697751,159057926,11,1
51697751,159063424,13,1
51697751,159066779,61,1
51697751,159079395,11,1
51697751,159084370,10,1
51697751,159089570,269,1
51697751,159091340,10,1
51697751,159092691,22,1
51697751,159093160,15,1
51697751,159095341,12,1
51697751,159097094,44,1
51697751,159099305,23,1
51697751,159099855,13,1
51697751,159100591,27,1
51697751,159100908,26,1
51697751,159101546,21,1
51697751,159104770,11,1
51697751,159108786,12,1
51697751,159110088,20,1
51697751,159114683,12,1
51697751,159114793,12,1
51697751,159119604,14,1
51697751,159120768,12,1
51697751,159127167,11,1
51697751,159127318,22,1
51697751,159128396,10,1
51697751,159129901,10,1
51697751,159131062,19,1
51697751,159131303,55,1
51697751,159132546,10,1
51697751,159132664,10,1
51697751,159134793,12,1
51697751,159134938,10,1
51697751,159136557,17,1
51697751,159136885,11,1
51697751,159137050,11,1
51697751,159137693,10,1
51697751,159137801,45,1
51697751,159139469,10,1
51697751,159140508,12,1
51697751,159141315,14,1
51697751,159142172,13,1
51697751,159142608,16,1
51697751,159146628,33,1
51697751,159147467,10,1
51697751,159149063,12,1
51697751,159149247,13,1
51697751,159150537,14,1
51697751,159156732,12,1
51697751,159161243,12,1
51697751,159170655,10,1
51697751,159170996,29,1
51697751,159179735,13,1
51697751,159179763,10,1
51697751,159182818,12,1
51697751,159183902,11,1
51697751,159186419,13,1
51697751,159186737,24,1
51697751,159188175,10,1
51697751,159192352,19,1
51697751,159195139,11,1
51697751,159197699,31,1
51697751,159198029,12,1
51697751,159198144,184,1
51697751,159198933,10,1
51697751,159199007,11,1
51697751,159200181,23,1
51697751,159201216,28,1
51697751,159201666,11,1
51697751,159202982,11,1
51697751,159208043,10,1
51697751,159209417,11,1
51697751,159210878,11,1
51697751,159213231,11,1
51697751,159217117,10,1
51697751,159219143,15,1
51697751,159219276,11,1
51697751,159221036,40,1
51697751,159222964,29,1
51697751,159222989,34,1
51697751,159223012,16,1
51697751,159223150,12,1
51697751,159226591,10,1
51697751,159228350,13,1
51697751,159232986,12,1
51697751,159234071,13,1
51697751,159234496,12,1
51697751,159237120,18,1
51697751,159238557,10,1
51697751,159246040,11,1
51697751,159247846,92,1
51697751,159248569,11,1
51697751,159249848,10,1
51697751,159250676,10,1
51697751,159255404,18,1
51697751,159256703,12,1
51697751,159257469,11,1
51697751,159266254,11,1
51697751,159272919,13,1
51697751,159273838,11,1
51697751,159274080,11,1
51697751,159275921,10,1
51697751,159276112,12,1
51697751,159278926,10,1
51697751,159283992,19,1
51697751,159284565,12,1
51697751,159293932,11,1
51697751,159295964,10,1
51697751,159296988,11,1
51697751,159297081,10,1
51697751,159299378,13,1
51697751,159309587,30,1
51697751,159318054,11,1
51697751,159318091,35,1
51697751,159319756,10,1
51697751,159321017,10,1
51697751,159326974,12,1
51697751,159340241,12,1
51697751,159340313,10,1
51697751,159341915,12,1
51697751,159343645,10,1
51697751,159344023,10,1
51697751,159349585,15,1
51697751,159358772,15,1
51697751,159359238,11,1
51697751,159359708,13,1
51697751,159361231,44,1
51697751,159368317,10,1
51697751,159378883,10,1
51697751,159379587,87,1
51697751,159381779,15,1
51697751,159381933,18,1
51697751,159383162,16,1
51697751,159386960,10,1
51697751,159395755,11,1
51697751,159396052,10,1
51697751,159396114,21,1
51697751,159396597,10,1
51697751,159397302,10,1
51697751,159398579,22,1
51697751,159400531,11,1
51697751,159402077,14,1
51697751,159402671,17,1
51697751,159404247,15,1
51697751,159405744,13,1
51697751,159406058,16,1
51697751,159408048,12,1
